English	Croatian
Lightning	Munja
Liguria	Ligurija
Ligurian Sea	Ligursko more
Lille	Lille
Lilongwe	Lilongwe
Lima	Lima
Limestone	Vapnenac
Limnology	Limnologija
Limousin (region)	Limousin
Line (mathematics)	Pravac
Linear algebra	Linearna algebra
Linear algebra	Kategorija:Linearna algebra
Lingua franca	Lingua franca
Linguistics	Jezikoslovlje
Linguistics	Kategorija:Jezikoslovlje
Linus Pauling	Linus Pauling
Linux	Linux
Linux	Kategorija:Linux
Linz	Linz
Lion	Lav
Lipid	Lipidi
Liqueur	Liker
Liquid	Tekućine
Liquid crystal display	LCD
Lisbon	Lisabon
Lise Meitner	Lise Meitner
Lisp (programming language)	Lisp (programski jezik)
Literacy	Pismenost
Literature	Književnost
Literature	Kategorija:Književnost
Lithium	Litij
Lithography	Litografija
Lithosphere	Litosfera
Lithuania	Litva
Lithuania	Kategorija:Litva
Litre	Litra
Liverpool	Liverpool
Livonia	Livonija
Livy	Livije
Lizard	Gušteri
Ljubljana	Ljubljana
Loanword	Posuđenice
Local area network	LAN
Loch Ness	Loch Ness
Loch Ness Monster	Nessie
Locomotive	Lokomotiva
Logarithm	Logaritam
Logic	Logika
Logic	Kategorija:Logika
Logic gate	Logički sklopovi
Logistics	Logistika
Logo	Logotip
Loire	Loire (departman)
Loire River	Loire
Loki	Loki
Lombardy	Lombardija
London	London
Long Island	Long Island
Long jump	Skok u dalj
Lord's Prayer	Oče naš
Lorraine (region)	Lorraine
Los Angeles	Los Angeles, Kalifornija
Loudspeaker	Zvučnik
Louis Aragon	Louis Aragon
Louis Armstrong	Louis Armstrong
Louis Braille	Louis Braille
Louis Pasteur	Louis Pasteur
Louis the Pious	Ludovik I. Pobožni
Louis the Stammerer	Luj II, kralj Francuske
Louisiana	Louisiana
Louisiana	Kategorija:Louisiana
Louvre	Louvre
Love	Ljubav
Low German	Donjonjemački jezik
Lower Saxony	Donja Saska
Luanda	Luanda
Lucerne	Luzern
Luciano Pavarotti	Luciano Pavarotti
Lucretius	Lukrecije
Ludwig Boltzmann	Ludwig Boltzmann
Ludwig Wittgenstein	Ludwig Wittgenstein
Ludwig van Beethoven	Ludwig van Beethoven
Luftwaffe	Luftwaffe
Luigi Galvani	Luigi Galvani
Luigi Pirandello	Luigi Pirandello
Lumen (unit)	Lumen
Luminescence	Luminiscencija
Lunar eclipse	Pomrčina Mjeseca
Lung	Pluća
Lung cancer	Rak pluća
Lupus (constellation)	Vuk (zviježđe)
Lusaka	Lusaka
Lute	Lutnja
Lutetium	Lutecij
Lux	Luks
Luxembourg	Luksemburg
Luxembourg	Kategorija:Luksemburg
Luxembourg (city)	Luxembourg
Luxor	Luksor
Lynx (constellation)	Ris (zviježđe)
Lyon	Lyon
Lyra	Lira (zviježđe)
Lysergic acid diethylamide	Lisergična dietilamidna kiselina
Lysine	Lizin
Lysosome	Lizosom
M	M
MS-DOS	MS-DOS
Macau	Makao
Macedonia (Greece)	Egejska Makedonija
Mach number	Mach
Machine	Strojevi
Machine code	Strojni jezik
Machine gun	Strojnica
Machine translation	Strojno prevođenje
Machu Picchu	Machu Picchu
Macintosh	Apple Macintosh
Macroeconomics	Makroekonomija
Macroeconomics	Kategorija:Makroekonomija
Madagascar	Madagaskar
Madagascar	Kategorija:Madagaskar
Madeira	Madeira
Madison	Madison, Wisconsin
Madonna (entertainer)	Madonna
Madrid	Madrid
Madrid (autonomous community)	Zajednica Madrida
Mafia	Mafija
Magenta	Magenta
Maghreb	Magreb
Magic (paranormal)	Magija
Maginot Line	Maginotova linija
Magma	Magma
Magna Carta	Magna charta libertatum
Magnesium	Magnezij
Magnet	Magnet
Magnetic field	Magnetsko polje
Magnetic resonance imaging	Magnetna rezonancija
Magnetism	Magnetizam
Magnetite	Magnetit
Magnoliopsida	Kategorija:Magnoliopsida
Mahatma Gandhi	Mahatma Gandhi
Mahayana	Mahajana
Maimonides	Majmonid
Main	Majna
Main	Predložak:Main
Maine	Maine
Maine	Kategorija:Maine
Maize	Kukuruz
Major	Bojnik
Malabo	Malabo
Malaria	Malarija
Malawi	Kategorija:Malavi
Malay Peninsula	Malajski poluotok
Malaysia	Malezija
Malaysia	Kategorija:Malezija
Malcolm X	Malcolm X
Maldives	Maldivi
Maldives	Kategorija:Maldivi
Mali	Mali
Mali	Kategorija:Mali
Mallard	Divlja patka
Malta	Malta
Malta	Kategorija:Malta
Maltese language	Malteški jezik
Mammal	Sisavci
Mammoth	Mamuti
Management	Management
Managua	Managua
Manama	Manama
Manchester	Manchester
Manchuria	Mandžurija
Mandarin orange	mandarina
Mandelbrot set	Mandelbrotov skup
Manganese	Mangan
Manhattan	Manhattan
Manhattan Project	Projekt Manhattan
Manila	Manila
Mannerism	Manirizam
Mannheim	Mannheim
Mantle (geology)	Zemljin plašt
Mao Zedong	Mao Ce Tung
Map	Karta
Maple	Javor
Maputo	Maputo
Marathon	Maraton
Marble	Mramor
Marc Chagall	Marc Chagall
Marcel Duchamp	Marcel Duchamp
Marcel Proust	Marcel Proust
March	Ožujak
March 17	17. ožujka
March 19	19. ožujka
March 2	2. ožujka
March 25	25. ožujka
Marche	Marke
Marco Polo	Marko Polo
Marcus Aurelius	Marko Aurelije
Marcus Junius Brutus	Marko Junije Brut
Marcus Vipsanius Agrippa	Marko Vipsanije Agripa
Marduk	Marduk
Margaret Mead	Margaret Mead
Margaret Thatcher	Margaret Thatcher
Maria Callas	Maria Callas
Mariana Islands	Marijanski otoci
Marie Curie	Maria Skłodowska-Curie
Mariehamn	Mariehamn
Marilyn Monroe	Marilyn Monroe
Mario Vargas Llosa	Mario Vargas Llosa
Mark Antony	Marko Antonije
Mark Twain	Mark Twain
Market	Tržište
Marketing	Marketing
Marlene Dietrich	Marlene Dietrich
Marquis de Sade	Marquis de Sade
Marriage	Brak
Mars	Kategorija:Mars
Mars (mythology)	Mars (mitologija)
Marseille	Marseille
Marshall Islands	Maršalovi Otoci
Marshall Islands	Kategorija:Maršalovi Otoci
Marshall Plan	Marshallov plan
Marsupial	Tobolčari
Martin Heidegger	Martin Heidegger
Martin Luther	Martin Luther
Martin Luther King	Martin Luther King, Jr.
Martin Scorsese	Martin Scorsese
Martin Van Buren	Martin Van Buren
Martina Navratilova	Martina Navrátilová
Martinique	Martinik
Marx Brothers	Braća Marx
Marxism	Marksizam
Marxism	Kategorija:Marksizam
Mary (mother of Jesus)	Sveta Marija
Mary Shelley	Mary Shelley
Mary Wollstonecraft	Mary Wollstonecraft
Maryland	Maryland
Maryland	Kategorija:Maryland
Maseru	Maseru
Mass	Masa
Mass (liturgy)	Misa
Massachusetts	Massachusetts
Massachusetts	Kategorija:Massachusetts
Massachusetts Institute of Technology	Massachusetts Institute of Technology
Masturbation	Masturbacija
Mata Hari	Mata Hari
Materialism	Materijalizam
Mathematical logic	Matematička logika
Mathematics	Matematika
Mathematics	Kategorija:Matematika
Matrix (mathematics)	Matrica (matematika)
Matter	Materija
Maundy Thursday	Veliki četvrtak
Maurice Ravel	Maurice Ravel
Mauritania	Mauretanija
Mauritania	Kategorija:Mauretanija
Mauritius	Mauricijus
Mauritius	Kategorija:Mauricijus
Max Born	Max Born
Max Bruch	Max Bruch
Max Ernst	Max Ernst
Max Planck	Max Planck
Max Weber	Max Weber
Maximian	Maksimijan
Maxwell's equations	Maxwellove jednadžbe
May	Svibanj
May 1	1. svibnja
May 24	24. svibnja
Mayonnaise	Majoneza
Mayor	Gradonačelnik
Mbabane	Mbabane
Meat	Meso
Mecca	Meka
Mechanical engineering	Strojarstvo
Mechanical engineering	Kategorija:Strojarstvo
Medea	Medeja
Median	Mediana
Medici	Medici
Medicine	Medicina
Medicine	Kategorija:Medicina
Mediterranean	Kategorija:Sredozemno more
Mediterranean Sea	Sredozemno more
Medusa	Meduza (mitologija)
Meerkat	Merkat
Meiosis	Mejoza
Meitnerium	Meitnerij
Mel Gibson	Mel Gibson
Melanesia	Melanezija
Melody	Melodija
Melpomene	Melpomena
Melting point	Talište
Memory	Pamćenje
Menachem Begin	Menahem Begin
Mendelevium	Mendelevij
Menelaus	Menelaj
Meningitis	Meningitis
Mensa (constellation)	Stol (zviježđe)
Menstruation	Mjesečnica
Mentha	Metvica
Mercantilism	Merkantilizam
Mercury	Merkur
Mercury (element)	Živa
Mercury (planet)	Merkur (planet)
Meridian (geography)	Meridijan
Meryl Streep	Meryl Streep
Mescaline	Meskalin
Mesolithic	Srednje kameno doba
Meson	Mezon
Mesopotamia	Mezopotamija
Mesosphere	Mezosfera
Mesozoic	Mezozoik
Metadata	Metapodaci
Metal	Kovine
Metalloid	Polumetali
Metallurgy	Metalurgija
Metamorphic rock	Metamorfne stijene
Metaphor	Metafora
Metaphysics	Metafizika
Metaphysics	Kategorija:Metafizika
Metastasis	Metastaze
Meteor shower	Meteorski pljusak
Meteorite	Meteorit
Meteoroid	Meteoroid
Meteorology	Kategorija:Meteorologija
Meteorology	Meteorologija
Methanol	Metanol
Methionine	Metionin
Methylenedioxymethamphetamine	MDMA
Metis (moon)	Metis (mjesec)
Metonymy	Metonimija
Metre	Metar
Meuse River	Meuse (rijeka)
Mexico	Meksiko
Mexico	Kategorija:Meksiko
Mexico City	Ciudad de México
Miami	Miami, Florida
Michael (archangel)	Sveti Mihovil
Michael Faraday	Michael Faraday
Michelangelo	Michelangelo Buonarroti
Michigan	Michigan
Michigan	Kategorija:Michigan
Mick Jagger	Mick Jagger
Microbiology	Mikrobiologija
Microbiology	Kategorija:Mikrobiologija
Microeconomics	Mikroekonomija
Microeconomics	Kategorija:Mikroekonomija
Micronesia	Mikronezija
Microorganism	Mikroorganizmi
Microprocessor	Mikroprocesor
Microscopium	Mikroskop (zviježđe)
Microwave	Mikrovalovi
Microwave oven	Mikrovalna pećnica
Middle Ages	Srednji vijek
Middle Ages	Kategorija:Srednji vijek
Middle East	Srednji istok
Midnight sun	Polarni dan
Miguel de Cervantes	Miguel de Cervantes Saavedra
Mikhail Bakunin	Mihail Bakunjin
Mikhail Glinka	Mihail Glinka
Mikhail Gorbachev	Mihail Gorbačov
Milan	Milano
Mile	Milja
Miles Davis	Miles Davis
Military rank	Vojni čin
Milk	Mlijeko
Milky Way	Mliječni put
Millard Fillmore	Millard Fillmore
Millennium	Tisućljeće
Million	Milijun
Milwaukee	Milwaukee, Wisconsin
Minaret	Minaret
Mineral	Minerali
Mineralogy	Kategorija:Mineralogija
Minerva	Minerva
Ming Dynasty	Dinastija Ming
Mining	Rudarstvo
Minister (government)	Ministar
Minnesota	Minnesota
Minnesota	Kategorija:Minnesota
Minoan civilization	Minojska kultura
Minos	Minos
Minotaur	Minotaur
Minsk	Minsk
Minute	Minuta
Mississippi	Kategorija:Mississippi
Mississippi River	Mississippi (rijeka)
Missouri	Missouri
Missouri	Kategorija:Missouri
Mitochondrion	Mitohondrij
Mnemosyne	Mnemozina
Mobile phone	Mobilni telefon
Modem	Modem
Modest Mussorgsky	Modest Petrovič Musorgski
Mogadishu	Mogadišu
Moirae	Mojre
Moldova	Moldova
Moldova	Kategorija:Moldavija
Mole (unit)	Mol (mjerna jedinica)
Molecular biology	Molekularna biologija
Molecule	Molekula
Molise	Molise
Mollusca	Mekušci
Molotov cocktail	Molotovljev koktel
Molybdenum	Molibden
Momentum	Količina gibanja
Monaco	Monako
Monaco	Kategorija:Monako
Monarch	Kralj
Monarchy	Kralj
Monarchy	Kategorija:Monarhija
Monastery	Manastir
Monday	Ponedjeljak
Money	Novac
Mongolia	Mongolija
Mongolia	Kategorija:Mongolija
Monica Seles	Monika Seleš
Monism	Monizam
Monocotyledon	Jednosupnice
Monopoly	Monopol
Monosaccharide	Monosaharidi
Monotheism	Monoteizam
Monotreme	Jednootvorni
Monrovia	Monrovia
Monsoon	Monsun
Mont Blanc	Mont Blanc
Montana	Montana
Montana	Kategorija:Montana
Monte Carlo	Monte Carlo
Montenegro	Crna Gora
Montenegro	Kategorija:Crna Gora
Montevideo	Montevideo
Month	Mjesec (period)
Montpelier	Montpelier, Vermont
Montreal	Montréal
Montserrat	Montserrat
Moon	Mjesec
Morality	Moral
Moravia	Moravska
Morocco	Maroko
Morocco	Kategorija:Maroko
Morpheme	Morfem
Morphine	Morfin
Morphology	Morfologija
Morphology (linguistics)	Morfologija (jezikoslovlje)
Morse code	Morseov kod
Mortar (weapon)	Minobacač
Mosaic	Mozaik
Moscow	Moskva
Moscow	Kategorija:Moskva
Moses	Mojsije
Moshe Dayan	Moše Dajan
Mosque	Džamija
Mosquito	Komarci
Mossad	Mossad
Mother Teresa	Majka Terezija iz Calcutte
Motorcycle	Motocikl
Motto	Krilatica
Mount Ararat	Ararat
Mount Athos	Brdo Atos
Mount Etna	Etna
Mount Everest	Mount Everest
Mount Fuji	Fuji
Mount Kilimanjaro	Kilimandžaro
Mount Olympus	Olimp
Mount St. Helens	Mount Saint Helens
Mount Vesuvius	Vezuv
Mountain	Planine
Mountain bike	Brdski biciklizam
Mouse	Miševi
Mouse (computing)	Računalni miš
Mozambique	Mozambik
Mozambique	Kategorija:Mozambik
Mu (letter)	Mi
Muhammad	Muhamed
Muhammad Ali	Muhammad Ali
Multiplication	Množenje
Mumbai	Mumbai
Munich	München
Municipality	Općina
Muon	Mion
Murmansk	Murmansk
Murray Gell-Mann	Murray Gell-Mann
Musa (genus)	Banana
Musca	Mušica (zviježđe)
Muscat	Muskat
Muscle	Ljudski mišići
Muse	Muza
Museum	Muzej
Mushroom	Gljive
Music	Glazba
Music	Kategorija:Glazba
Musical instrument	Glazbala
Musical scale	Glazbena ljestvica
Mustelidae	Kune
Mutation	Mutacija
Mute Swan	Grbavi labud
Myanmar	Kategorija:Mianmar
Mycenae	Mikena
Myocardial infarction	Infarkt miokarda
Myopia	Kratkovidnost
Myth	Mit
Mythology	Mitologija
Mythology	Kategorija:Mitologija
N	N
N'Djamena	N'Djamena
NASDAQ	NASDAQ
NATO	NATO
Nadine Gordimer	Nadine Gordimer
Nadir	Nadir
Nagasaki	Nagasaki
Nagoya	Nagoja
Nail (anatomy)	Nokat
Nail (fastener)	Čavao
Nairobi	Nairobi
Namibia	Namibija
Namibia	Kategorija:Namibija
Nantes	Nantes
Naples	Napulj
Narcissus (mythology)	Narcis
Nassau	Nassau
Nation	Narod
National Security Agency	National Security Agency
National anthem	Državna himna
National park	Nacionalni park
Nationalism	Nacionalizam
Natural gas	Prirodni plin
Natural number	Prirodni broj
Natural science	Prirodne znanosti
Nature	Priroda
Nauru	Nauru
Nauru	Kategorija:Nauru
Nautical mile	Nautička milja
Navy	Ratna mornarica
Nazareth	Nazaret
Nazi Germany	Treći Reich
Nazi Party	Njemačka Nacionalsocijalistička radnička stranka
Nazism	Kategorija:Nacizam
Neanderthal	Neandertalac
Nebraska	Nebraska
Nebraska	Kategorija:Nebraska
Nebula	Nebula
Necktie	Kravata
Nefertiti	Nefertiti
Negev	Negev
Neil Armstrong	Neil Armstrong
Nelson Mandela	Nelson Mandela
Nematode	Oblići
Nemean Lion	Nemejski lav
Neodymium	Neodimij
Neolithic	Mlađe kameno doba
Neologism	Novotvorenice
Neon	Neon
Nepal	Nepal
Nepal	Kategorija:Nepal
Neptune	Neptun (planet)
Neptunium	Neptunij
Nereid (moon)	Nereida (mjesec)
Nero	Neron
Nerva	Nerva
Nervous system	Živčani sustav
Nest	Gnijezdo
Nestorianism	Nestorijanstvo
Netherlands	Nizozemska
Netherlands	Kategorija:Nizozemska
Netherlands Antilles	Nizozemski Antili
Neurology	Neurologija
Neurology	Kategorija:Neurologija
Neuron	Neuron
Neurotransmitter	Neurotransmiter
Neutrino	Neutrino
Neutron	Neutron
Neutron star	Neutronska zvijezda
Nevada	Nevada
Nevada	Kategorija:Nevada
Neville Chamberlain	Neville Chamberlain
New Brunswick	Novi Brunswick
New Caledonia	Nova Kaledonija
New Delhi	New Delhi
New England	Nova Engleska
New Guinea	Nova Gvineja
New Hampshire	New Hampshire
New Hampshire	Kategorija:New Hampshire
New Jersey	New Jersey
New Jersey	Kategorija:New Jersey
New Mexico	Novi Meksiko
New Mexico	Kategorija:Novi Meksiko
New Orleans	New Orleans, Louisiana
New South Wales	Novi Južni Wales
New Testament	Novi zavjet
New World	Novi svijet
New York	New York (savezna država)
New York	Kategorija:New York (savezna država)
New York City	New York, New York
New York City	Kategorija:New York
New Zealand	Novi Zeland
New Zealand	Kategorija:Novi Zeland
Newport	Newport
Newton	Newton
Niacin	Vitamin B3
Niagara Falls	Slapovi Niagare
Niamey	Niamey
Nicaragua	Nikaragva
Nicaragua	Kategorija:Nikaragva
Nice	Nica
Nicene Creed	Nicejsko vjerovanje
Nicholas	Petrović Njegoš
Nickel	Nikal
Nicolaus Copernicus	Nikola Kopernik
Nicosia	Nikozija
Niels Bohr	Niels Bohr
Niels Henrik Abel	Niels Henrik Abel
Niger	Niger
Niger	Kategorija:Niger
Nigeria	Nigerija
Nigeria	Kategorija:Nigerija
Nihilism	Nihilizam
Nike	Nike, Inc.
Nike (mythology)	Nika
Nikita Khrushchev	Nikita Hruščov
Nikola Tesla	Nikola Tesla
Nile	Nil
Nile crocodile	Nilski krokodil
Nineveh	Niniva
Ninja	Ninđa
Niobium	Niobij
Nirvana	Nirvana
Nitrogen	Dušik
Nitroglycerin	Nitroglicerin
Nix (moon)	Nikta (mjesec)
Njord	Njord
Noam Chomsky	Noam Chomsky
Nobel Prize	Nobelova nagrada
Nobel Prize	Kategorija:Nobelova nagrada
Nobelium	Nobelij
Noble gas	Plemeniti plinovi
Nomad	Nomadi
Nominative case	Nominativ
Norfolk Island	Otok Norfolk
Norma (constellation)	Ravnalo (zviježđe)
Normal distribution	Normalna raspodjela
Normandy	Normandija
Norn	Norne
Norse mythology	Nordijska mitologija
Norse mythology	Kategorija:Nordijska mitologija
North	Sjever
North Africa	Sjeverna Afrika
North America	Sjeverna Amerika
North America	Kategorija:Sjeverna Amerika
North Carolina	Sjeverna Karolina
North Carolina	Kategorija:Sjeverna Karolina
North Dakota	Sjeverna Dakota
North Dakota	Kategorija:Sjeverna Dakota
North Korea	Sjeverna Koreja
North Korea	Kategorija:Sjeverna Koreja
North Pole	Polovi sjeverne polutke
North Sea	Sjeverno more
Northern Europe	Sjeverna Europa
Northern Hemisphere	Sjeverna polutka
Northern Ireland	Sjeverna Irska
Northern Ireland	Kategorija:Sjeverna Irska
Northern Mariana Islands	Sjevernomarijanski otoci
Northern Territory	Sjeverni teritorij
Northern pike	Štuka
Norway	Norveška
Norway	Kategorija:Norveška
Norwegian krone	Norveška kruna
Nose	Nos
Nostradamus	Nostradamus
Note	Note
Nouakchott	Nouakchott
Noun	Imenice
Novaya Zemlya	Novaja Zemlja
Novel	Roman
November	Studeni
November 1	1. studenog
November 11	11. studenog
November 2	2. studenog
November 5	5. studenog
Nu (letter)	Ni
Nuclear fission	Nuklearna fisija
Nuclear fusion	Nuklearna fuzija
Nuclear physics	Kategorija:Nuklearna fizika
Nuclear power	Nuklearna energija
Nuclear weapon	Nuklearno oružje
Nucleic acid	Nukleinske kiseline
Nucleon	Nukleon
Number	Broj
Numbers	Kategorija:Brojevi
Numidia	Numidija
Numismatics	Numizmatika
Nuremberg	Nürnberg
Nutrition	Kategorija:Prehrana
Nymph	Nimfa
Nyx (mythology)	Nikta
O	O
OPEC	OPEC
Oak	Hrast
Oakland	Oakland, Kalifornija
Oasis	Oaza
Oat	Zob
Ob River	Ob
Obelisk	Obelisk
Obesity	Pretilost
Object-oriented programming	Objektno orijentirano programiranje
Oboe	Oboa
Observatory	Opservatorij
Occam's razor	Ockhamova britva
Ocean	Ocean
Ocean current	Morska struja
Oceania	Oceanija
Oceanography	Oceanografija
Oceanography	Kategorija:Oceanografija
Oceanus	Okean (mitologija)
Octans	Oktant (zviježđe)
Octave	Oktava
October	Listopad
October 12	12. listopada
October 24	24. listopada
Octopus	Hobotnica
Ode	Oda
Oder River	Odra
Odin	Odin
Odysseus	Odisej
Odyssey	Odiseja
Oedipus	Edip
Offside (football)	Zaleđe (nogomet)
Ohio	Ohio
Ohio	Kategorija:Ohio
Ohm	Om
Ohm's law	Ohmov zakon
Oil	Ulja
Okapi	Okapi
Oklahoma	Oklahoma
Oklahoma	Kategorija:Oklahoma
Old Church Slavonic	Staroslavenski jezik
Old Testament	Stari zavjet
Oligarchy	Oligarhija
Oligopoly	Oligopol
Olive	Maslina
Olive oil	Maslinovo ulje
Oliver Cromwell	Oliver Cromwell
Oliver Stone	Oliver Stone
Olivine	Olivin
Olympic Games	Olimpijske igre
Olympics	Kategorija:Olimpijske igre
Oman	Oman
Oman	Kategorija:Oman
Omega	Omega
Omicron	Omikron
Oncology	Kategorija:Onkologija
Onomastics	Onomastika
Ontario	Ontario
Ontology	Ontologija
Oort cloud	Oortov oblak
Opel	Opel
Opera	Opera
Opera (Internet suite)	Opera (preglednik)
Operating system	Operacijski sustav
Ophiuchus	Zmijonosac
Opium	Opijum
Optical illusion	Perceptivne varke
Optics	Optika
Optics	Kategorija:Optika
Oral sex	Oralni seks
Orange (colour)	Narančasta
Orange (fruit)	Naranča
Orangutan	Orangutan
Oratorio	Oratorij
Orca	Orka
Orchestra	Orkestar
Orchidaceae	Orhideje
Order (biology)	Red (taksonomija)
Order of Saint Benedict	Benediktinci
Ordovician	Ordovicij
Oregano	Mravinac
Oregon	Oregon
Oregon	Kategorija:Oregon
Orestes (mythology)	Orest
Organ (anatomy)	Organ
Organ (music)	Orgulje
Organelle	Organel
Organic chemistry	Organska kemija
Organic chemistry	Kategorija:Organska kemija
Organism	Organizam
Organization of American States	Organizacija američkih država
Orgasm	Orgazam
Origen	Origen
Original sin	Istočni grijeh
Orion (constellation)	Orion (zviježđe)
Ornithology	Ornitologija
Ornithology	Kategorija:Ornitologija
Orpheus	Orfej
Orson Welles	Orson Welles
Orthography	Pravopis
Osaka	Osaka
Osama bin Laden	Osama bin Laden
Oscar Wilde	Oscar Wilde
Oscillation	Titranje
Osiris	Oziris
Oslo	Oslo
Osman I	Osman I.
Osmium	Osmij
Osprey	Orao ribič
Osteichthyes	Koštunjače
Osteoporosis	Osteoporoza
Ostrava	Ostrava
Ostrich	Noj
Otho	Oton
Ottawa	Ottawa
Otto Hahn	Otto Hahn
Otto I	Oton I. Veliki
Otto von Bismarck	Otto von Bismarck
Ottoman Empire	Osmansko Carstvo
Ottoman Empire	Kategorija:Osmansko Carstvo
Ovary	Jajnici
Ovid	Publije Ovidije Nazon
Oviedo	Oviedo
Ovis	Ovce
Owl	Sovovke
Oxford	Oxford
Oxide	Oksidi
Oxygen	Kisik
Oxymoron	Oksimoron
Oxytocin	Oksitocin
Ozone	Ozon
P	P
PAL	PAL
PH	PH
Pablo Neruda	Pablo Neruda
Pablo Picasso	Pablo Picasso
Pacific Ocean	Tihi ocean
Pacific Ocean	Kategorija:Tihi ocean
Padua	Padova
Painting	Kategorija:Slikarstvo
Pakistan	Pakistan
Pakistan	Kategorija:Pakistan
Palace of Versailles	Versajska palača
Palau	Palau
Palau	Kategorija:Palau
Paleolithic	Starije kameno doba
Paleontology	Paleontologija
Paleontology	Kategorija:Paleontologija
Paleozoic	Paleozoik
Palermo	Palermo
Palestine	Palestina
Palestine Liberation Organization	Palestinska oslobodilačka organizacija
Palindrome	Obrtaljka
Palladium	Paladij
Palm Sunday	Cvjetnica
Pamir Mountains	Pamir
Pan (mythology)	Pan (mitologija)
Panama	Panama
Panama	Kategorija:Panama
Panama Canal	Panamski kanal
Panama City	Panama (grad)
Pancreas	Gušterača
Pandora	Pandora (mitologija)
Pangaea	Pangea
Pantheism	Panteizam
Pantheon	Panteon (Rim)
Panthera	Pantere
Papal States	Papinska država
Papua New Guinea	Papua Nova Gvineja
Papua New Guinea	Kategorija:Papua Nova Gvineja
Papyrus	Papirus
Paracelsus	Paracelsus
Parachute	Padobran
Paradox	Paradoks
Paraguay	Paragvaj
Paraguay	Kategorija:Paragvaj
Parallax	Paralaksa
Parallelogram	Paralelogram
Paramaribo	Paramaribo
Paraphilia	Parafilija
Parapsychology	Parapsihologija
Parchment	Pergament
Paris	Pariz
Paris	Kategorija:Pariz
Paris (mythology)	Paris
Parkinson's disease	Parkinsonova bolest
Parliament	Parlament
Parmenides	Parmenid
Parrot	Papige
Parsec	Parsek
Parthenon	Partenon
Parthia	Parti
Particle physics	Fizika elementarnih čestica
Particle physics	Kategorija:Fizika elementarnih čestica
Pascal (programming language)	Pascal (programski jezik)
Pascal (unit)	Paskal
Passeriformes	Kategorija:Vrapčarke
Passerine	Vrapčarke
Passport	Putovnica
Password	Lozinka
Patagonia	Patagonija
Patent	patent
Pathology	Patologija
Patrick White	Patrick White
Paul Gauguin	Paul Gauguin
Paul Johann Ludwig von Heyse	Paul von Heyse
Paul Klee	Paul Klee
Paul McCartney	Paul McCartney
Paul Newman	Paul Newman
Paul Verlaine	Paul Verlaine
Paul the Apostle	Sveti Pavao
Paul von Hindenburg	Paul von Hindenburg
Pauli exclusion principle	Paulijev princip isključenja
Pavo (constellation)	Paun (zviježđe)
Pawn (chess)	Pješak (šah)
Pays de la Loire	Regija Loire
Peace	Mir
Peafowl	Paun
Peanut	Kikiriki
Pear	Kruške
Pearl	Biser
Pedagogy	Pedagogija
Pediatrics	Pedijatrija
Pedophilia	Pedofilija
Pedunculate Oak	Hrast lužnjak
Pegasus	Pegaz
Pegasus (constellation)	Pegaz (zviježđe)
Peloponnesian War	Peloponeski rat
Pencil	Olovka
Penelope	Penelopa
Penguin	Pingvinke
Penicillin	Penicilin
Peninsula	Poluotok
Pennsylvania	Pennsylvania
Pennsylvania	Kategorija:Pennsylvania
Pentagram	Pentagram
Pentecost	Duhovi (blagdan)
People	Kategorija:Biografije
People's Republic of China	Kina
Pepin the Short	Pipin Mali
Pepsi	Pepsi
Perception	Percepcija
Percussion instrument	Udaraljke
Percy Bysshe Shelley	Percy Shelley
Pericles	Periklo
Periodic table	Periodni sustav elemenata
Perm	Perm (grad)
Permian	Perm (period)
Pernambuco	Pernambuco
Persephone	Perzefona
Persepolis	Perzepolis
Perseus	Perzej (mitologija)
Perseus (constellation)	Perzej (zviježđe)
Persian Empire	Perzija
Persian Gulf	Perzijski zaljev
Perth	Perth
Peru	Peru
Peru	Kategorija:Peru
Peter Abelard	Petar Abelard
Peter Paul Rubens	Peter Paul Rubens
Peter Sellers	Peter Sellers
Petrarch	Francesco Petrarca
Petroleum	Nafta
Petrology	Petrologija
Pharaoh	Faraon
Pharmacology	Farmakologija
Pharmacology	Kategorija:Farmakologija
Phenylalanine	Fenilalanin
Phenylketonuria	Fenilketonurija
Phi (letter)	Fi
Philadelphia	Philadelphia, Pennsylvania
Philately	Filatelija
Philip II of Macedon	Filip II. Makedonski
Philip II of Spain	Filip II., španjolski kralj
Philipp Lenard	Philipp Lenard
Philippine Sea	Filipinsko more
Philippines	Filipini
Philippines	Kategorija:Filipini
Philology	Filologija
Philosophy	Filozofija
Philosophy	Kategorija:Filozofija
Phnom Penh	Phnom Penh
Phobia	Fobija
Phobos (moon)	Fobos (mjesec)
Phoenicia	Fenicija
Phoenix	Phoenix, Arizona
Phoenix	Phoenix
Phoenix (constellation)	Feniks (zviježđe)
Phoenix (mythology)	Feniks
Phoenix (spacecraft)	Phoenix Mars Lander
Phoneme	Fonem
Phonetics	Fonetika
Phonetics	Kategorija:Fonetika
Phonology	Fonologija
Phosphorus	Fosfor
Photography	Fotografija
Photography	Kategorija:Fotografija
Photon	Foton
Photosynthesis	Fotosinteza
Phylum	Koljeno (taksonomija)
Physical chemistry	Fizikalna kemija
Physician	Liječnik
Physics	Fizika
Physics	Kategorija:Fizika
Physics	Portal:Fizika
Physiology	Fiziologija
Physiology	Kategorija:Fiziologija
Pi	Pi (broj)
Pi (letter)	Pi
Piano	Klavir
Picardie	Pikardija
Piciformes	Djetlovke
