Belisariu	Belisarius
Belizi	Belize
Campana (strumentu)	Bell (instrument)
Belo Horizonte (cità)	Belo Horizonte
Bengasi	Benghazi
Benin	Benin
Benitu Mussolini	Benito Mussolini
Strittu di Bering	Bering Strait
Berkeliu	Berkelium
Birlinu	Berlin
Berna	Berne
Bertrand Russell	Bertrand Russell
Bhutan	Bhutan
Bibbia cristiana	Bible
Big Bang	Big Bang
Bill Gates	Bill Gates
Bioluggìa	Biology
Catigurìa:Bioluggìa	Biology
Aceddu	Bird
Bismutu	Bismuth
Nìuru	Black
Pesti bubbònica	Black Death
Mari Nìuru	Black Sea
Purtùsu nìuru	Black hole
Blaise Pascal	Blaise Pascal
Sangu	Blood
Blues	Blues
Bob Dylan	Bob Dylan
Bob Marley	Bob Marley
Bob	Bobsleigh
Bohriu	Bohrium
Bolivia	Bolivia
Bulogna	Bologna
Buzzanu	Bolzano
Vermu dâ sita	Bombyx mori
Ossu (struttura rìggida)	Bone
Libbru	Book
Giosuè (libbru)	Book of Joshua
Lu Libbru di Mormon	Book of Mormon
Nùmmiri (libbru)	Book of Numbers
Apucalissi di Giuvanni	Book of Revelation
Rut	Book of Ruth
Boru	Boron
Bosnia-Erzegovina	Bosnia and Herzegovina
Bosfuru	Bosporus
Template:Bot	Bot
Butànica	Botany
Botsuana	Botswana
Ciriveddu	Brain
Stringipettu	Brassiere
Brasili	Brazil
Catigurìa:Brasili	Brazil
Pani	Bread
Minna (senu dâ fìmmina)	Breast
Britagna	Bretagne
Maduni	Brick
Brìndisi	Brindisi
Brisbane	Brisbane
Bristullu	Bristol
Brassica oleracea italica	Broccoli
Etati dû brunzu	Bronze Age
Brunei	Brunei
Bruxelles	Brussels
Pesti (fetu)	Bubonic plague
Bucarest	Bucharest
Budapest	Budapest
Buddha	Buddha
Buddismu	Buddhism
Buddy Holly	Buddy Holly
Buenos Aires	Buenos Aires
Bulgarìa	Bulgaria
Burchina Fasu	Burkina Faso
Myanmar	Burma
Buster Keaton	Buster Keaton
Butirru	Butter
C	C
Cadmiu	Cadmium
Cesiu (elementu)	Caesium
Cairu	Cairo
Calabbria	Calabria
Calciu (mitallu)	Calcium
Calannariu	Calendar
California	California
Californiu	Californium
Camboggia	Cambodia
Camerun	Cameroon
Campania	Campania
Canadà	Canada
Catigurìa:Canada	Canada
Canari	Canary Islands
Canberra	Canberra
Cancru (astronumìa)	Cancer (constellation)
Cannila	Candle
Cannes	Cannes
Cape Canaveral	Cape Canaveral
Capu Virdi	Cape Verde
Capu di Bona Spiranza	Cape of Good Hope
Capitali (econumìa)	Capital (economics)
Pena di morti	Capital punishment
Capitalismu	Capitalism
Caracas	Caracas
Michelangilu Merisi di Caravaggiu	Caravaggio
Carbòniu	Carbon
Cardiff	Cardiff
Carl Jung	Carl Jung
Carnivora	Carnivora
Carpazzi	Carpathian Mountains
Cartàggini	Carthage
Cartugrafìa	Cartography
Caryophyllales	Caryophyllales
Mar Caspiu	Caspian Sea
Castigghia	Castile (historical region)
Jattu	Cat
Catalugna	Catalonia
Brassica oleracea botrytis	Cauliflower
Cecil Rhodes	Cecil Rhodes
Accia	Celery
Schettu	Celibacy
Ripubblica Centrafricana	Central African Republic
Amèrica cintrali	Central America
Catigurìa:Amèrica cintrali	Central America
CIA	Central Intelligence Agency
Région Centre	Centre
Sèculu	Century
Cèriri	Ceres (dwarf planet)
Ceriu	Cerium
Citacea	Cetacea
Ciad	Chad
Catigurìa:Ciad	Chad
Sedda	Chair
Charadriiformes	Charadriiformes
Carlu Magnu	Charlemagne
Charles Baudelaire	Charles Baudelaire
Charles Darwin	Charles Darwin
Charles Dickens	Charles Dickens
Charles de Gaulle	Charles de Gaulle
Charlie Chaplin	Charlie Chaplin
Charlie Parker	Charlie Parker
Caronti (mituluggìa)	Charon (mythology)
Che Guevara	Che Guevara
Furmaggiu	Cheese
Elimentu chìmicu	Chemical element
Chìmica	Chemistry
Catigurìa:Chìmica	Chemistry
Chernobyl	Chernobyl
Scacchi	Chess
Chicagu	Chicago
Cìciru	Chickpea
Picciriddu	Child
Cili	Chile
Catigurìa:Cili	Chile
Catigurìa:Cina	China
Cioccolatti	Chocolate
Culera	Cholera
Chordata	Chordate
Christiaan Huygens	Christiaan Huygens
Cristianèsimu	Christianity
Catigurìa:Cristianèsimu	Christianity
Natali	Christmas
Cristòfuru Culommu	Christopher Columbus
Cromu	Chromium
Catigurìa:Abbinimenti	Chronology
Chuck Berry	Chuck Berry
Chiesa Anglicana	Church of England
Ciciruni	Cicero
Ciconiiformes	Ciconiiformes
Clarinu	Clarinet
Classi (bioluggìa)	Class (biology)
Claude Monet	Claude Monet
Argilla	Clay
Cleru	Clergy
Rologgiu	Clock
Abbillimentu	Clothing
Nùvula	Cloud
Cluduveu I	Clovis I
Cnidaria	Cnidaria
Café	Coffee
Guerra Fridda	Cold War
Culonia	Cologne
Colombia	Colombia
Colombo	Colombo
Culuri	Color
Coloradu	Colorado
Culossu di Rodi	Colossus of Rhodes
Cumeta	Comet
Rifridduri	Common cold
Commonwealth	Commonwealth of Nations
Cumunicazzioni	Communication
Cumunismu	Communism
Comori	Comoros
Nùmmuru cumplessu	Complex number
Computer	Computer
Nfurmàtica	Computer science
Software	Computer software
Pizzìu	Conflict
Cunfucianismu	Confucianism
Cunfuciu	Confucius
Custantinu I	Constantine I
Custiddazzioni	Constellation
Custituzzioni	Constitution (political)
Cuntinenti	Continent
Bridge	Contract bridge
Cucina	Cooking
Rami	Copper
Corintu	Corinth
Curnuvagghia	Cornwall
Còrsica	Corsica
Corvidae	Corvidae
Cosmoluggìa	Cosmology
Costa Rica	Costa Rica
Cuttuni	Cotton
Grua	Crane (bird)
Cricket	Cricket
Griddu	Cricket (insect)
Croazzia	Croatia
Corvus	Crow
Cubba	Cuba
Cubbismu	Cubism
Cultura	Culture
Catigurìa:Cultura	Culture
Cumbria	Cumbria
Curitiba	Curitiba
Curiu	Curium
Curling	Curling
Ciclismu	Cycling
Cipru	Cyprus
Ripùbblica Ceca	Czech Republic
Cecoslovacchia	Czechoslovakia
D	D
Dakar	Dakar
Damascu	Damascus
Abballu	Dance
Danti Alighieri	Dante Alighieri
Danubbiu	Danube
Darmstadtiu	Darmstadtium
Jornu	Day
Morti	Death
Dicèmmiru	December
31 di dicèmmiru	December 31
8 di dicèmmiru	December 8
Demaguggìa	Demagogy
Demenza	Dementia
Dimucrazzìa	Democracy
Tirzana	Dengue fever
Danimarca	Denmark
Detroit	Detroit
Deuterunomiu	Deuteronomy
Risinu	Dew
Dacca	Dhaka
Cacaredda	Diarrhea
Diàspora	Diaspora
Dadu (jocu)	Dice
Dittatura	Dictatorship
Dizziunariu	Dictionary
Diffrazzioni	Diffraction
Dinusauru	Dinosaur
Dipromazzìa	Diplomacy
Catigurìa:Disambigua	Disambiguation
Affizzioni	Disease
Spartuta	Division (mathematics)
Cani	Dog
Duminiu (bioluggìa)	Domain (biology)
Dominica	Dominica
Ripùbbrica Duminicana	Dominican Republic
Don Chisciotti	Don Quixote
Spagu	Donato Bramante
Donetsk	Donetsk
Sceccu	Donkey
Porta	Door
Doris Lessing	Doris Lessing
Contrabbassu	Double bass
Dama	Draughts
Dresda	Dresden
Viviruni	Drink
Divotu (idiali)	Drug addiction
Tammuru	Drum
Dublinu	Dublin
Dubniu	Dubnium
Muntarozzu	Dune
Disprosiu	Dysprosium
E-mail	E-mail
Aricchiu	Ear
Terra (pianeta)	Earth
Scienzi dâ terra	Earth science
Tirrimotu	Earthquake
Timor Est	East Timor
Pasqua	Easter
Chiesa Ortudossa	Eastern Orthodox Church
Econumìa	Economics
Catigurìa:Econumìa	Economics
Econumìa	Economy
Ecuaturi	Ecuador
Edgar Degas	Edgar Degas
Edimburgu	Edinburgh
Edmund Hillary	Edmund Hillary
Aducazzioni	Education
Catigurìa:Aducazzioni	Education
Edvard Munch	Edvard Munch
Milinciana	Eggplant
Eggittu	Egypt
Catigurìa:Eggittu	Egypt
Einsteiniu	Einsteinium
El Salvador	El Salvador
Alittrochìmica	Electrochemistry
Elettroni	Electron
Alittrònica	Electronics
Ellissi	Ellipse
Elvis Presley	Elvis Presley
Emilia Rumagna	Emilia-Romagna
Emuzzioni	Emotion
Empedocli	Empedocles
Nciclupidìa	Encyclopedia
Ncignirìa	Engineering
Nglaterra	England
Canali dâ Mànica	English Channel
Lingua ngrisa	English language
Enricu Carusu	Enrico Caruso
Enricu Fermi	Enrico Fermi
Pidimìa	Epidemic
Strina	Epiphany (Christian)
Littra a li Rumani	Epistle to the Romans
Equaturi (tirrestri)	Equator
Guinia Ecuaturiali	Equatorial Guinea
Eratòstini	Eratosthenes
Erbiu	Erbium
Eris (astronumìa)	Eris (dwarf planet)
Ernest Hemingway	Ernest Hemingway
Cannarozzu	Esophagus
Lingua esperantu	Esperanto
Ètica	Ethics
Etiopia	Ethiopia
Euclidi	Euclid
Eukaryota	Eukaryote
Euru	Euro
Europa	Europe
Catigurìa:Europa	Europe
Unioni Europea	European Union
Catigurìa:Unioni europea	European Union
Europiu	Europium
Èsudu	Exodus
Occhiu	Eye
F	F
Fàula	Fable
Fatturiali	Factorial
Fàbbrica	Factory
Dàinu	Fallow Deer
Famigghia (bioluggìa)	Family (biology)
Livanti stremu	Far East
Fascismu	Fascism
Catigurìa:Moda	Fashion
Moda	Fashion
Dijunu	Fasting
Scantu	Fear
Frivaru	February
12 di frivaru	February 12
14 di frivaru	February 14
2 di frivaru	February 2
22 di frivaru	February 22
29 di frivaru	February 29
Cacca	Feces
Fidiricu Fellini	Federico Fellini
Fimminismu	Feminism
Firdinannu Magillanu	Ferdinand Magellan
Firmintazzioni	Fermentation (biochemistry)
Frevi	Fever
FIAT	Fiat
Succissioni di Fibonacci	Fibonacci number
Fidel Castru	Fidel Castro
Figgi	Fiji
Category:Cìnima	Film
Pillìcula	Film
Finanza	Finance
Finlandia	Finland
Catigurìa:Finlandia	Finland
Focu	Fire
Prima Littra a li Curinzî	First Epistle to the Corinthians
Pisci	Fish
Bannera	Flag
Fiandri	Flanders
Pìditu	Flatulence
Pùlici	Flea
Allavinamentu	Flood
Firenzi	Florence
Florida	Florida
Ciuri	Flower
Magnoliophyta	Flowering plant
Negghia (finòminu meteorològgicu)	Fog
Category:Folklori	Folklore
Palluni (sport)	Football (soccer)
Bruccetta	Fork
Furtizza (furtificazzioni)	Fortification
Funtana	Fountain
Frazzioni (matimàtica)	Fraction (mathematics)
Francia	France
Catigurìa:Francia	France
Francis Drake	Francis Drake
Franciu	Francium
Francuforti suprô Menu	Frankfurt
Francuforti	Frankfurt (disambiguation)
Fidiricu II di Hohenstaufen	Frederick II
Rivuluzzioni francisa	French Revolution
Munciuniata	Friction
Friedrich Engels	Friedrich Engels
Friuli Venezzia Giulia	Friuli-Venezia Giulia
Frutta	Fruit
Funnamintalismu	Fundamentalism
Funci	Fungus
Fëdor Mikhailovič Dostoevskij	Fyodor Dostoevsky
G	G
Gabon	Gabon
Gadoliniu	Gadolinium
Gaetanu Donizzetti	Gaetano Donizetti
Galassia	Galaxy
Galizzia (Europa cintrali)	Galicia (Central Europe)
Galizzia (Spagna)	Galicia (Spain)
Galileu Galilei	Galileo Galilei
Galliu (elementu)	Gallium
Jocu d'azzardu	Gambling
Jòcura	Game
Tiurìa di li joca	Game theory
Jardinu (ciuri)	Garden
Catusu	Gargoyle
Agghia	Garlic
Gas	Gas
Gautama Siddhartha	Gautama Buddha
Geb	Geb
Geisha	Geisha
Catanannu (antinatu)	Genealogy
Gènisi	Genesis
Ginevra (cità)	Geneva
Geniu	Genie
Gènuva	Genoa
Gèniri (bioluggìa)	Genus
Giografìa	Geography
Catigurìa:Giografìa	Geography
Gioluggìa	Geology
Giofìsica	Geophysics
George Gershwin	George Gershwin
George Harrison	George Harrison
George Orwell	George Orwell
George W. Bush	George W. Bush
George Washington	George Washington
Georges Bizet	Georges Bizet
Georgia (USA)	Georgia (U.S. state)
Giorgia	Georgia (country)
Lingua tudisca	German language
Girmaniu	Germanium
Girmania	Germany
Catigurìa:Girmania	Germany
Gana	Ghana
Panda gicanti	Giant Panda
Gibbilterra	Gibraltar
Giordanu Brunu	Giordano Bruno
Giuvanni Boccacciu	Giovanni Boccaccio
Giraffa	Giraffe
Giuseppi Garibbaldi	Giuseppe Garibaldi
Giuseppi Verdi	Giuseppe Verdi
Ghiànnula	Gland
Glasgow	Glasgow
Glasnost	Glasnost
Ucchiali	Glasses
Cynara scolymus	Globe artichoke
Gnathostomata	Gnathostomata
Diu	God
Oru	Gold
Google	Google
Vanceli	Gospel
Vancelu di Luca	Gospel of Luke
Cuvernu	Government
Gravitati	Gravitation
Lupu	Gray Wolf
Gran Britagna	Great Britain
Grecia	Greece
Catigurìa:Grecia	Greece
Virdi	Green
Serra (ciurera)	Greenhouse
Groenlannia	Greenland
Greenpeace	Greenpeace
Greta Garbu	Greta Garbo
Prudottu Nternu Lordu	Gross domestic product
Gruppu (matimatica)	Group (mathematics)
Guam	Guam
Gugghiermu Marconi	Guglielmo Marconi
Guinia	Guinea
Guinia Bissau	Guinea-Bissau
Chitarra	Guitar
Gulfu dû Mèssicu	Gulf of Mexico
Laridae	Gull
H	H
Adrianu (mpiraturi)	Hadrian
Gragnola	Hail
Aiti	Haiti
Hamas	Hamas
Amburgu	Hamburg
Marteddu	Hammer
Annibbali (cumannanti)	Hannibal
Hannover	Hanover
Clavicèmbalu	Harpsichord
Hassiu	Hassium
L'Avana	Havana
Hawaii	Hawaii
Testa	Head
Saluti	Health
Cori	Heart
Caluri	Heat
Rizzu	Hedgehog
Helsinki	Helsinki
Murròiti	Hemorrhoid
Henri Matisse	Henri Matisse
Henry Ford	Henry Ford
Henry Miller	Henry Miller
Eràclitu	Heraclitus
Catigurìa:Aràldica	Heraldry
Eròdutu	Herodotus
Hessen	Hesse
Hezbollah	Hezbollah
Himalaya	Himalayas
Ippocrati	Hippocrates
Hirohito	Hirohito
Hiroshima	Hiroshima
Storia	History
Catigurìa:Storia	History
Hollywood	Hollywood
Olmiu	Holmium
Sacru Rumanu Mpiru	Holy Roman Empire
Omeru	Homer
Omusissualità	Homosexuality
Honduras	Honduras
Meli	Honey
Hong Kong	Hong Kong
Honolulu	Honolulu
Quintu Orazziu Flaccu	Horace
Cavaddu	Horse
Arbergu	Hotel
Ugu Capetu	Hugh Capet
Umanu	Human
Unghirìa	Hungary
Fami	Hunger
Idrògginu	Hydrogen
Hyaenidae	Hyena
Iperiuni	Hyperion (moon)
I	I
Islandia	Iceland
Catigurìa:Islandia	Iceland
Cona	Icon
Idaho	Idaho
Iliadi	Iliad
Illinois	Illinois
Immanuel Kant	Immanuel Kant
Mpirialismu	Imperialism
Mprissiunismu	Impressionism
Nnipinnenza	Independence
Innia	India
Ìndiu	Indium
Indunesia	Indonesia
Ruccheddu	Inductor
Nnustria	Industry
Nfurmazzioni	Information
Nùmmuru rilativu	Integer
Internet	Internet
Iodiu	Iodine
Iran	Iran
Catigurìa:Iran	Iran
Iraq	Iraq
Irìdiu	Iridium
Ferru	Iron
Etati dû ferru	Iron Age
Nùmmuru irrazziunali	Irrational number
Isaac Newton	Isaac Newton
Iside	Isis
Islam	Islam
Ìsula	Island
Ìsula di Man	Isle of Man
Israeli	Israel
Istanbul	Istanbul
Italu Calvinu	Italo Calvino
Italia	Italy
Catigurìa:Italia	Italy
J	J
Jacques Cartier	Jacques Cartier
Jacques Offenbach	Jacques Offenbach
Giamaica	Jamaica
James Cook	James Cook
James Joyce	James Joyce
Jinnaru	January
1 di jinnaru	January 1
19 di jinnaru	January 19
20 di jinnaru	January 20
6 di jinnaru	January 6
Giappuni	Japan
Catigurìa:Giappuni	Japan
Giava	Java
Jawaharlal Nehru	Jawaharlal Nehru
Jazz	Jazz
Jean-Jacques Rousseau	Jean-Jacques Rousseau
Gedda	Jeddah
Jerez de la Frontera	Jerez de la Frontera
Girusalemmi	Jerusalem
Gesù Cristu	Jesus
Abbreu	Jew
Marranzanu	Jew's harp
Giuvanna d'Arcu	Joan of Arc
Johann Sebastian Bach	Johann Sebastian Bach
Johann Wolfgang von Goethe	Johann Wolfgang von Goethe
Johann Gutenberg	Johannes Gutenberg
Johannes Kepler	Johannes Kepler
Giuvanni Calvinu	John Calvin
John Lennon	John Lennon
John Maynard Keynes	John Maynard Keynes
Giurdania	Jordan
Ciumi Giurdanu	Jordan River
Giuseppi Stalin	Joseph Stalin
Jurnalismu	Journalism
Catigurìa:Abbraismu	Judaism
Giulianu (mpiraturi rumanu)	Julian the Apostate
Caiu Giuliu Cesari	Julius Caesar
Giugnettu	July
1 di giugnettu	July 1
4 di giugnettu	July 4
Giugnu	June
14 di giugnu	June 14
21 di giugnu	June 21
23 di giugnu	June 23
24 di giugnu	June 24
29 di giugnu	June 29
3 di giugnu	June 3
Giununi	Juno (mythology)
Giovi	Jupiter (disambiguation)
Giovi (divinitati)	Jupiter (mythology)
Giustinianu I	Justinian I
KGB	KGB
Kamikazi	Kamikaze
Canguru	Kangaroo
Karate	Karate
Karl Marx	Karl Marx
Katowice	Katowice
Kazakistan	Kazakhstan
Kenya	Kenya
Kernel	Kernel (computer science)
Rini	Kidney
Kiev	Kiev
Chilu	Kilogram
Chimonu	Kimono
Regnu (bioluggìa)	Kingdom (biology)
Kingston	Kingston
Kinshasa	Kinshasa
Kiribati	Kiribati
Vasata	Kiss
Dinocchiu	Knee
Canuscenza	Knowledge
Calcutta	Kolkata
Corea	Korea
Catigurìa:Corea	Korea
Kripton (elementu)	Krypton
Cintura di Kuiper	Kuiper belt
Kyotu	Kyoto
L	L
La Paz	La Paz
Lagos	Lagos
Lacu (bacinu)	Lake
Lacu di Ginevra	Lake Geneva
Lacu Tanganyika	Lake Tanganyika
Lingua (parràta)	Language
Linguadoca-Russigghiuni	Languedoc-Roussillon
Lantaniu	Lanthanum
Laos	Laos
Lingua latina	Latin
Amèrica latina	Latin America
Lettonia	Latvia
Lava	Lava
Catigurìa:Liggi	Law
Le Corbusier	Le Corbusier
Chiummu	Lead
Lìbbanu	Lebanon
Lipsia	Leipzig
Leon Davidovich Trotsky	Leon Trotsky
Liunardu da Vinci	Leonardo da Vinci
Liunardu Euleru	Leonhard Euler
Leonid Brežnev	Leonid Brezhnev
Liupardu	Leopard
Lesothu	Lesotho
Littra (signu gràficu)	Letter (alphabet)
Levìticu	Leviticus
Libberia	Liberia
Libbia	Libya
Fannonia	Lie
Liechtenstein	Liechtenstein
Luci	Light
Annu luci	Light-year
Azzarinu	Lighter
Liguria	Liguria
Lille	Lille
Lima	Lima
Linguìstica	Linguistics
Linux	Linux
Liuni	Lion
Licori	Liqueur
Lisbona	Lisbon
Littiratura	Literature
Catigurìa:Littiratura	Literature
Lituania	Lithuania
Catigurìa:Lituania	Lithuania
Liverpool	Liverpool
Lòggica	Logic
Loira	Loire River
Lummardìa	Lombardy
Londra	London
Los Angeles	Los Angeles
Louis Armstrong	Louis Armstrong
Amuri	Love
Lucianu Pavarotti	Luciano Pavarotti
Ludwig van Beethoven	Ludwig van Beethoven
Luiggi Pirandellu	Luigi Pirandello
Purmuna	Lung
Lutezziu	Lutetium
Lussimburgu	Luxembourg
Lioni	Lyon
LSD	Lysergic acid diethylamide
M	M
Macau	Macau
Macedonia	Macedonia
Macidonia (Grecia)	Macedonia (Greece)
Apple Macintosh	Macintosh
Madagascar	Madagascar
Madonna (cantanti)	Madonna (entertainer)
Madrid	Madrid
Mafia	Mafia
Maghreb	Maghreb
Magnesiu	Magnesium
Mahatma Gandhi	Mahatma Gandhi
Malesia	Malaysia
Mali	Mali
Malta	Malta
Catigurìa:Malta	Malta
Lingua maltisa	Maltese language
Mammìfiri	Mammal
Manama	Manama
Lamantinu	Manatee
Manchester	Manchester
Manganesi	Manganese
Manila	Manila
Manera	Mannerism
Mau Zitung	Mao Zedong
Maoismu	Maoism
Maratona	Marathon
Màrmuru	Marble
Marc Chagall	Marc Chagall
Marcel Marceau	Marcel Marceau
Marzu	March
17 di marzu	March 17
19 di marzu	March 19
2 di marzu	March 2
25 di marzu	March 25
Marchi	Marche
Marcu Polu	Marco Polo
Marcu Aureliu	Marcus Aurelius
Margaret Thatcher	Margaret Thatcher
Maria Callas	Maria Callas
Marie Curie	Marie Curie
Marti	Mars (disambiguation)
Marti (divinitati)	Mars (mythology)
Marsigghia	Marseille
Ìsuli Marshall	Marshall Islands
Pianu Marshall	Marshall Plan
Martin Luteru	Martin Luther
Martin Luther King	Martin Luther King
Mary Shelley	Mary Shelley
Mary Wollstonecraft	Mary Wollstonecraft
Massa	Mass
Cirinu	Match
Matimàtica	Mathematics
Catigurìa:Matimàtica	Mathematics
Mauna Kea	Mauna Kea
Mauritania	Mauritania
Catigurìa:Mauritania	Mauritania
Mauritius	Mauritius
Maiu	May
1 di maiu	May 1
24 di maiu	May 24
Carni	Meat
Mecca	Mecca
Ncignirìa miccànica	Mechanical engineering
Mediana	Median
Fàrmacu	Medication
Midicina	Medicine
Mari Meditirràniu	Mediterranean Sea
Meitneriu	Meitnerium
Mendeleviu	Mendelevium
Mercuriu	Mercury
Mercuriu (elementu chìmicu)	Mercury (element)
Mircuriu (pianeta)	Mercury (planet)
Mesopotamia	Mesopotamia
Missina	Messina
Mitafìsica	Metaphysics
Mèssicu	Mexico
Catigurìa:Mèssicu	Mexico
Cità dû Mèssicu	Mexico City
Miami	Miami
Michelàngilu Buonarroti	Michelangelo
Mediuevu	Middle Ages
