English	Sicilian
10 (number)	Deci
1000	1000
12 (number)	Dùdici
13 (number)	Trìdici
14 (number)	Quattòrdici
15 (number)	Quìnnici
1530s	1530ini
17 (number)	Dicissetti
1728	1728
1750s	1750ini
1760s	1760ini
1770s	1770ini
1780s	1780ini
1790s	1790ini
18 (number)	Dicidottu
1820s	1820ini
1830s	1830ini
1840s	1840ini
1850s	1850ini
1860s	1860ini
1870s	1870ini
1880s	1880ini
1890s	1890ini
19 (number)	Dicinnovi
190	190
1900s	1900ini
1920s	1920ini
1930s	1930ini
1940s	1940ini
1950s	1950ini
1960s	1960ini
1970s	1970ini
1980s	1980ini
1990s	1990ini
2 (number)	Dui
300	300
37	37
4 (number)	Quattru
400	400
41	41
5 (number)	Cincu
54	54
7 (number)	Setti
8 (number)	Ottu
80 (number)	Ottanta
9 (number)	Novi
A	A
AIDS	AIDS
Aachen	Aquisgrana
Aardvark	Orycteropus afer
Abacus	Badduttuleri
Abraham Lincoln	Abraham Lincoln
Absolute magnitude	Magnitùdini assuluta
Acceleration	Accilirazzioni
Accordion	Fisarmònica
Acetylene	Acitalena
Achilles	Achilli
Acid	Àcitu
Acorn	Agghiànnara
Acropolis	Acròpuli
Actinium	Attiniu
Acts of the Apostles	Atti di l'Apòstuli
Adam	Addamu (primu omu)
Adam Smith	Adam Smith
Addiction	Divotu (idiali)
Adjective	Aggittivi
Admiral	Ammiragghiu
Adolf Hitler	Adolf Hitler
Adriatic Sea	Mari Adriàticu
Adult	Granni
Advertising	Pubbricitati
Aegean Sea	Mari Eggeu
Aeneas	Enea (iroi)
Aeneid	Eneidi
Aeschylus	Eschilu
Aesthetics	Estètica
Afghanistan	Afganistàn
Africa	Àfrica
Africa	Catigurìa:Africa
Afrikaans	Afrikaans
Agatha Christie	Agatha Christie
Aggression	Aggrissioni
Agnosticism	Agnosticismu
Agriculture	Agricultura
Agriculture	Catigurìa:Agricultura
Agrigento	Girgenti (AG)
Airport	Ariuportu
Al Gore	Albert Gore
Al-Qaeda	Al-Qaida
Alabama	Alabama
Alan Turing	Alan Turing
Alaska	Alaska
Albania	Albanìa
Albania	Catigurìa:Albanìa
Albert Camus	Albert Camus
Albert Einstein	Albert Einstein
Alcohol	Alcool
Aleppo	Aleppu
Alexander Pushkin	Alexander Pushkin
Alexander the Great	Lissandru lu Granni
Alexandre Dumas	Alexandre Dumas patri
Alexandria	Alessandria d'Eggittu
Alfred Nobel	Alfred Nobel
Algae	Àlica
Algebra	Àlgibbra
Algeria	Algirìa
Algiers	Algeri
Allah	Allah
Almaty	Alma Ata
Alphabet	Alfabbetu
