moisés	moisés Moisés
matones	matón
lucio	lucio
gala	gala
estais	estar
entrañas	entrañas
elijo	elegir
distribución	distribución
dispararme	disparar
dimensión	dimensión
despiertas	despierto despertar
despertarte	despertar
creíamos	creer
creerías	creer
corrientes	corriente
controlo	controlar
conseguirá	conseguir
compraron	comprar
cometiste	cometer
celulares	celular
campanas	campana
burbujas	burbuja
besarme	besar
atada	atado atar
apuros	apuro
agradas	agradar
admirable	admirable
web	web
testificar	testificar
teniamos	tener
robamos	robar
retiró	retirar
resumen	resumen resumir
proximo	próximo
presten	prestar
presidencia	presidencia
pica	picar
pelee	pelear
ofrecí	ofrecer
obtenido	obtenido obtener
mudamos	mudar
manejas	manejar
maligno	maligno
lodo	lodo
limonada	limonada
lazos	lazo
investiga	investigar
inventando	inventar
intervención	intervención
informacion	información
inclusive	inclusive
funcionamiento	funcionamiento
fugitivos	fugitivo
esten	estar
entendía	entender
embarazoso	embarazoso
electrónica	electrónico
échate	echar
drogada	drogado
distinguir	distinguir
difunto	difunto
destruidos	destruido
declara	declarar
cumpla	cumplir
contraté	contratar
cobro	cobrar
circuitos	circuito
capas	capa
aspirina	aspirina
amenazado	amenazado amenazar
alcaide	alcaide
alaska	Alaska
acta	acta
ace	ace
accidentalmente	accidentalmente
unió	unir
tuberías	tubería
testículos	testículo
tenerlos	tener
supervisión	supervisión
rompieron	romper
robada	robado
rastreador	rastreador
ramos	ramo
quemada	quemado
queens	queens
púrpura	púrpura
pascua	pascua
pasarás	pasar
pabellón	pabellón
movemos	mover
mantenernos	mantener
magnifico	magnífico
llevemos	llevar
limosina	limosina
libremente	libremente
lgual	igual
frías	frío
filmando	filmar
estomago	estómago
esqueleto	esqueleto
dele	dar
cuidará	cuidar
consiste	consistir
complicaciones	complicación
camello	camello
caligrafía	caligrafía
avaricia	avaricia
arzobispo	arzobispo
antibióticos	antibiótico
amaré	amar
templarios	templario
superarlo	superar
sonando	sonar
sesenta	sesenta
sanguínea	sanguíneo
salas	sala
reparto	reparto repartir
relato	relato relatar
regresaron	regresar
recibirás	recibir
prefieren	preferir
podrido	podrido
pieles	piel
perdonará	perdonar
peleaste	pelear
partimos	partir
mozo	mozo
manga	manga
llantas	llanta
jala	jalar
internacionales	internacional
ganarse	ganar
encerrada	encerrado encerrar
drogadicto	drogadicto
dorada	dorado
disponibles	disponible
devuelves	devolver
desees	desear
cruzada	cruzada cruzado cruzar
corras	correr
compran	comprar
cogiendo	coger
cancion	canción
cancelado	cancelado
baratos	barato
aula	aula
argumento	argumento
apurado	apurado
variar	variar
vals	vals
tomarás	tomar
tinieblas	tinieblas
sexualmente	sexualmente
sere	ser
sacará	sacar
robótica	robótica
revelado	revelado revelar
